restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dish_liked,cuisines,approx_cost_for_two,listed_in_type,listed_in_city,pricing_segment,rating_category
Mast Kalandar,No,No,2.4,229,"080 40906503
080 65695281",Brookefield,Casual Dining,"Chaat, Buttermilk, Paneer Bhurji, Gaon Ki Thali, Paratha, Gulab Jamun, Chole",North Indian,450,Delivery,Brookefield,Mid,Poor
Onesta,Yes,Yes,4.6,2750,080 43712506,Marathahalli,"Casual Dining, Cafe","Mojito, Pasta, Bbq Chicken Pizza, Butter Chicken Pizza, Farmhouse Pizza, Ricotta Ravioli, Roast Chicken Pizza","Pizza, Cafe, Italian",600,Delivery,Brookefield,Mid,Excellent
U.P. Dhaba,Yes,No,2.8,511,+91 9632703984,Whitefield,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature","North Indian, Chinese",350,Delivery,Brookefield,Mid,Average
KFC,Yes,No,2.8,246,080 33994444,"ITPL Main Road, Whitefield",Food Court,"Hot Wings, Burgers, Fries","Burger, Fast Food",400,Delivery,Brookefield,Mid,Average
Windy- Taste Of Home,Yes,Yes,3.6,109,+91 8660884642,Whitefield,Quick Bites,"Thali, Biryani, Aloo Paratha",North Indian,300,Delivery,Brookefield,Budget,Good
Dunkin' Donuts,Yes,No,4.0,180,080 41155540,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Burger, Desserts, Fast Food",550,Delivery,Brookefield,Mid,Good
Brew and Barbeque - A Microbrewery Pub,Yes,Yes,4.7,5746,080 45128649,Marathahalli,"Microbrewery, Pub","Bbq Platter, Craft Beer, Cocktails, Nachos, Pizza, Cosmopolitan, Wheat Beer","Continental, North Indian, BBQ, Steak",1400,Delivery,Brookefield,Premium,Excellent
Al-Bek,Yes,No,3.6,118,080 43334321,"Varthur Main Road, Whitefield","Takeaway, Delivery",Mutton Biryani,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery,Brookefield,Budget,Good
Punjabi Twist,Yes,No,4.1,141,"+91 9591325180
+91 9899370250",Marathahalli,Quick Bites,"Thali, Salad, Palak Paneer, Chicken Curry, Butter Chicken, Buttermilk, Shahi Paneer",North Indian,300,Delivery,Brookefield,Budget,Excellent
Sidewalk - The Garden Bar,Yes,Yes,4.5,2949,"+91 9591325180
+91 9999266306",Marathahalli,"Bar, Casual Dining","Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn","North Indian, Continental, Chinese, Thai",1300,Delivery,Brookefield,Premium,Excellent
Chaat Street,Yes,No,4.1,219,"+91 9903787986
+91 9741119150","Varthur Main Road, Whitefield",Kiosk,"Chaat, Pav Bhaji, Tea, Samosa, Vada Pav, Panipuri, Bhel Puri","Street Food, North Indian",250,Delivery,Brookefield,Budget,Excellent
Thalassery Restaurant,Yes,No,3.0,530,+91 8884522111,Whitefield,Casual Dining,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,Delivery,Brookefield,Mid,Average
North Wale Restaurant,No,No,2.9,115,+91 9986445358,Brookefield,Casual Dining,Tandoori Chicken,"North Indian, Chinese",800,Delivery,Brookefield,Premium,Average
An Egg Story,No,No,4.1,701,+91 9986419110,Brookefield,Cafe,"Healthy Breakfast, English Breakfast, Caesar Salad, Burgers, Enchiladas, Sunday Brunch, Omelette","Cafe, Continental, American, Italian",600,Delivery,Brookefield,Mid,Excellent
Radha Rani,Yes,No,3.3,244,"+91 8792449564
+91 9886595975",Brookefield,Quick Bites,"Fish, Veg Thali, Biryani","Bengali, North Indian, Chinese",400,Delivery,Brookefield,Mid,Average
Chickpet Donne Biryani House,Yes,No,3.7,80,"080 43743180
+91 6364023353",Marathahalli,Casual Dining,"Donne Biryani, Chicken Biryani, Mutton Biryani","Biryani, South Indian, Fast Food",600,Delivery,Brookefield,Mid,Good
Sorse,Yes,Yes,4.0,956,080 49652586,Whitefield,Casual Dining,"Fish, Prawn Malai Curry, Mishti Doi, Dhokar Dalna, Biryani, Mutton Kosha, Malpua","Bengali, Seafood",750,Delivery,Brookefield,Premium,Good
Nizam's Biryani House,Yes,No,3.9,756,"+91 8123403000
+91 9036008357",Marathahalli,Casual Dining,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha","North Indian, Biryani",1000,Delivery,Brookefield,Premium,Good
Le Charcoal,Yes,Yes,3.9,328,"+91 7795300077
+91 7795300099",Brookefield,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish","Arabian, Lebanese, Mughlai, North Indian, BBQ",600,Delivery,Brookefield,Mid,Good
Galito's,Yes,Yes,4.6,586,"080 46411411
080 46411422",Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Peri Fries, Mocktails, Paneer Burger","African, Burger",1000,Delivery,Brookefield,Premium,Excellent
Delhi Walle,Yes,No,3.9,631,"080 48525785
+91 7624912777",Marathahalli,Quick Bites,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri","North Indian, Street Food",300,Delivery,Brookefield,Budget,Good
Lassi Corner,Yes,No,3.7,141,+91 7406169744,Marathahalli,Beverage Shop,"Lassi, Brownie, Faluda, Kulfi, Coffee","Beverages, Desserts",300,Delivery,Brookefield,Budget,Good
Delhi Kitchen,Yes,No,2.9,142,+91 8970559464,"ITPL Main Road, Whitefield","Takeaway, Delivery",Paratha,North Indian,400,Delivery,Brookefield,Mid,Average
Nandighosha,Yes,No,3.6,535,"+91 7619356318
+91 8884911391",Marathahalli,Quick Bites,"Fish Curry, Dal Makhani, Khichda, Chicken Handi","Bengali, Seafood, Oriya, North Indian, Biryani",400,Delivery,Brookefield,Mid,Good
Coastal Hub,Yes,Yes,4.0,364,"+91 9731329712
+91 9902604235",Whitefield,Casual Dining,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",700,Delivery,Brookefield,Mid,Good
Andhra Biryanis,Yes,No,4.0,108,+91 7349488881,Whitefield,Casual Dining,Biryani,"Andhra, Biryani, North Indian",700,Delivery,Brookefield,Mid,Good
Suryawanshi,Yes,No,4.1,926,"080 41229678
+91 9738019048",Whitefield,Casual Dining,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi","Maharashtrian, Seafood",700,Delivery,Brookefield,Mid,Excellent
9D Foods,Yes,No,4.0,458,080 49653054,Marathahalli,Quick Bites,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk","North Indian, Street Food",400,Delivery,Brookefield,Mid,Good
Behrouz Biryani,Yes,No,3.9,167,091 7700050050,Whitefield,Delivery,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",Biryani,650,Delivery,Brookefield,Mid,Good
The Fat Chef,Yes,Yes,4.1,1739,"080 40992981
080 40992982",Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak",1400,Delivery,Brookefield,Premium,Excellent
Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.5,733,"080 46411455
080 46411466",Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,Delivery,Brookefield,Premium,Excellent
New Paratha Corner,Yes,No,3.9,175,+91 9916133201,Whitefield,Quick Bites,"Rice, Paratha, Thali",North Indian,350,Delivery,Brookefield,Mid,Good
The Egg Factory,Yes,No,4.0,738,080 41289056,Whitefield,Casual Dining,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette","Continental, American",750,Delivery,Brookefield,Premium,Good
Daily Sushi,Yes,No,3.8,56,+91 7899946331,Whitefield,Casual Dining,"Sushi, Ramen, Noodles","Korean, Sushi",900,Delivery,Brookefield,Premium,Good
Punjabi Kitchen,Yes,No,3.6,202,"080 65970727
+91 9739559078",Whitefield,Quick Bites,"Butter Naan, Paratha, Kulcha, Butter Chicken, Shawarma, Roti, Thali","Chinese, North Indian",400,Delivery,Brookefield,Mid,Good
Bahar Cafe,Yes,Yes,4.0,903,080 45128790,Marathahalli,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Butter Naan, Vegetable Biryani, Ulvacharu Biryani, Mutton Biryani, Raita","Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",750,Delivery,Brookefield,Premium,Good
Boondock Bistro,Yes,Yes,4.0,1623,080 49653464,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta","Steak, Continental, American, Italian, Salad, Cafe",900,Delivery,Brookefield,Premium,Good
Sri Udupi Park,Yes,No,3.1,226,+91 9071463322,Marathahalli,Casual Dining,"Benne Dosa, Idli Vada, Biryani, Cheese Masala Dosa, Filter Coffee, Paper Plain Dosa","South Indian, North Indian, Chinese, Beverages",500,Delivery,Brookefield,Mid,Average
Healthie,Yes,No,3.9,118,00 09945737438,Whitefield,Delivery,"Sandwiches, Rice Bowl, Chicken Grill","Healthy Food, Beverages",600,Delivery,Brookefield,Mid,Good
Cakesta,Yes,No,4.1,119,+91 7815070674,"ITPL Main Road, Whitefield",Bakery,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry","Bakery, Desserts",500,Delivery,Brookefield,Mid,Excellent
Mani's Dum Biryani,Yes,No,3.9,279,"080 43006111
+91 9606441695",Marathahalli,Casual Dining,"Raita, Dum Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery,Brookefield,Premium,Good
Rayalaseema Chefs,Yes,Yes,3.9,225,"+91 8904074151
+91 8147074151",Marathahalli,Casual Dining,"Bamboo Chicken, Butter Naan, Mutton Biryani, Paneer Pakora, Chicken Pot Biryani, Ulvacharu Biryani, Jowar Roti","North Indian, Biryani, Andhra, Chinese",800,Delivery,Brookefield,Premium,Good
Bangaliana,Yes,No,3.6,124,+91 7204070103,Marathahalli,Quick Bites,"Rasgulla, Mutton Kosha, Luchi, Fish Cutlet, Aloo Posto, Alur Dom, Thali",Bengali,600,Delivery,Brookefield,Mid,Good
Litti House,Yes,No,3.9,195,+91 9035531777,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300,Delivery,Brookefield,Budget,Good
Sherlock's Pub,Yes,Yes,3.5,261,"+91 9731567291
+91 9731567064",Brookefield,"Pub, Casual Dining","Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese",1500,Delivery,Brookefield,Premium,Average
Leon Grill,Yes,No,4.0,652,080 48654147,Marathahalli,Quick Bites,"Burgers, Fries, Chicken Jumbo Burger, Salads, Jumbo Royale Burger, Peri Peri Wrap, Peri Peri Chicken Burger","Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",450,Delivery,Brookefield,Mid,Good
Green Hyderabad Biryani House,Yes,No,3.8,424,"080 28410888
+91 8088111124",Whitefield,Casual Dining,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Chicken Boneless Biryani","Biryani, Hyderabadi, Andhra, North Indian",800,Delivery,Brookefield,Premium,Good
Cafesta,Yes,No,4.3,559,+91 8448630631,Whitefield,Cafe,"Burgers, Waffles, Coffee, Chocolava, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",550,Delivery,Brookefield,Mid,Excellent
Nagas,Yes,No,3.5,94,+91 9745711666,Whitefield,Food Court,"Biryani, Chilli Chicken","Andhra, South Indian, Hyderabadi",500,Delivery,Brookefield,Mid,Average
Taste Of India Family Restaurant,Yes,No,3.4,226,"+91 8048516198
+91 9972548534",Whitefield,Quick Bites,"Mutton Biryani, Roti",North Indian,400,Delivery,Brookefield,Mid,Average
Hyderabad Biryaani House,Yes,No,3.5,374,"+91 7411511194
+91 8050243033",Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",550,Delivery,Brookefield,Mid,Average
Chefactory Gold by Flechazo,Yes,No,3.7,353,+91 9513758714,Whitefield,Casual Dining,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms","North Indian, Biryani",700,Delivery,Brookefield,Mid,Good
Chulha Chauki Da Dhaba,Yes,No,4.1,295,"+91 7349738050
080 42038132",Marathahalli,Casual Dining,"Jal-jeera, Stuffed Kulcha, Punjabi Chicken Masala, Tandoori Chicken, Egg Curry, Sweet Lassi, Dal Makhani",North Indian,1000,Delivery,Brookefield,Premium,Excellent
RoadHouse Grill,Yes,No,3.8,99,"+91 8095158127
+91 9900201295",Whitefield,Quick Bites,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill","North Indian, Fast Food, Burger, BBQ",450,Delivery,Brookefield,Mid,Good
Chai Point,Yes,No,3.8,90,+91 8880141000,Whitefield,"Beverage Shop, Quick Bites","Banana Cake, Chai, Lemon Tea, Ginger Tea, Masala Tea","Tea, Beverages, Fast Food",250,Delivery,Brookefield,Budget,Good
You Mee,Yes,No,4.7,231,+91 9315403715,Whitefield,Casual Dining,"Ramen, Sushi Bar, Pork Dumplings, Prawn, Maki Roll, Japanese Green Tea, Thai Red Curry","Sushi, Japanese, Chinese, Thai",2000,Delivery,Brookefield,Premium,Excellent
Akshara,Yes,No,4.0,136,"080 25401351
+91 9945999200",Marathahalli,Casual Dining,"Fry Prawns, Biryani, Andhra Thali, Neer Dosa, Kokum Juice, Masala Prawn, Brinjal Curry","South Indian, Kerala, Andhra",1000,Delivery,Brookefield,Premium,Good
Foxtrot,Yes,Yes,4.4,1151,"+91 9108136001
+91 9108136003",Marathahalli,"Pub, Casual Dining","Cocktails, Mocktails, Mai Thai, Murgh Platter, Pizza, Soya Chaap, Keema Samosa","North Indian, Chinese, Continental, Momos",1200,Delivery,Brookefield,Premium,Excellent
Just Shawarma,Yes,No,3.8,197,"+91 9538589331
+91 9791819153",Brookefield,Quick Bites,"French Fries, Whole Meat Shawarma, Chicken Shawarama",Arabian,300,Delivery,Brookefield,Budget,Good
BIB-Breakfast in the Box,Yes,No,3.7,61,+91 7005889963,Whitefield,Delivery,"French Fries, Burgers, English Breakfast, Pancakes, Corn Sandwich, Chicken Burger, Bacon Fry","American, Sandwich",600,Delivery,Brookefield,Mid,Good
Mugs N Burgers,Yes,Yes,4.0,130,"080 43761188
+91 7348855333",Brookefield,Cafe,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake","Cafe, Burger, Chinese, Fast Food, Beverages",600,Delivery,Brookefield,Mid,Good
nu.tree,Yes,No,4.3,170,00 08310393035,Whitefield,"Quick Bites, Beverage Shop","Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani","North Indian, Healthy Food, Beverages",400,Delivery,Brookefield,Mid,Excellent
Hyderabad Chefs,Yes,No,4.0,717,"+91 8050072131
+91 8050074151",Marathahalli,Casual Dining,"Bamboo Chicken, Hyderabadi Biryani, Ulvacharu Biryani, Spring Roll, Tandoori Chicken, Vegetable Biryani, Pot Biryani","Hyderabadi, Andhra, North Indian, Chinese, South Indian",800,Delivery,Brookefield,Premium,Good
Dil Se Dilli,Yes,No,3.8,281,"+91 9591790375
080 28410555",Whitefield,Casual Dining,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni","North Indian, Mughlai",700,Delivery,Brookefield,Mid,Good
Rajdhani Thali Restaurant,Yes,Yes,3.8,741,080 25939309,Whitefield,Casual Dining,"Veg Thali, Aamras, Samosa, Buttermilk, Dal Bati Churma, Rajdhani Thali, Dhokla",North Indian,900,Delivery,Brookefield,Premium,Good
Barkaas,Yes,Yes,4.3,176,080 49652430,Marathahalli,Casual Dining,"Fish, Falafel, Mutton Shorba, Biryani, Pita Bread, Chicken Steak, Kunafa","Arabian, Biryani, Desserts, Beverages, Salad",1000,Delivery,Brookefield,Premium,Excellent
Khan Saheb Grills and Rolls,Yes,No,3.8,303,+91 8880121121,Whitefield,Quick Bites,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti","Fast Food, Rolls",350,Delivery,Brookefield,Mid,Good
Simhapuri Kitchen,Yes,Yes,4.0,510,"+91 7022344559
080 41118430",Brookefield,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800,Delivery,Brookefield,Premium,Good
Bobacha,Yes,No,4.1,74,+91 8028026515,Whitefield,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea","Beverages, Bubble Tea, Tea",300,Delivery,Brookefield,Budget,Excellent
Punjab Grill,Yes,No,4.9,518,"+91 8448581880
+91 8448581881",Whitefield,Casual Dining,"Kadai Paneer, Kulfi, Kadhai Paneer, Dahi Kebab, Butter Chicken, Murgh Lababdar, Lunch Buffet",North Indian,2000,Delivery,Brookefield,Premium,Excellent
Biryani Kitchen,Yes,No,4.3,627,080 28029555,Whitefield,Food Court,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",Biryani,450,Delivery,Brookefield,Mid,Excellent
Odisha Platter,Yes,No,3.8,294,"+91 7259227744
+91 9619809483",Marathahalli,Quick Bites,"Mutton Thali, Mutton Curry, Veg Thali",Oriya,350,Delivery,Brookefield,Mid,Good
Goli Vada Pav No. 1,Yes,No,3.7,188,"+91 9571153004
080 41717785",Brookefield,Quick Bites,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",Street Food,200,Delivery,Brookefield,Budget,Good
Desi Bites,Yes,No,3.9,79,+91 8884101122,Marathahalli,Quick Bites,Paratha,North Indian,250,Delivery,Brookefield,Budget,Good
Keventers,Yes,No,3.6,63,080 45128736,"ITPL Main Road, Whitefield","Beverage Shop, Dessert Parlor","Milk Shake, Thick Shakes","Desserts, Beverages, Ice Cream",400,Delivery,Brookefield,Mid,Good
@ Biryani Central,Yes,No,2.7,135,"+91 8050444488
+91 8050444499",Marathahalli,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Dal Fry","Biryani, Mughlai, Chinese, North Indian",550,Delivery,Brookefield,Mid,Average
Bangalore Mandarin,Yes,No,4.2,764,"080 40914803
080 40998477",Whitefield,Casual Dining,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Clear Soup, Fish, Rice Noodles","Chinese, Seafood",1100,Delivery,Brookefield,Premium,Excellent
Masala Chai,Yes,No,4.1,191,"080 49545043
+91 8073696078",Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",250,Delivery,Brookefield,Budget,Excellent
Oliver's Pub & Diner,Yes,Yes,3.9,539,"+91 8043691111
+91 8028026519",Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",1500,Delivery,Brookefield,Premium,Good
Biriyani Zone,Yes,No,3.9,1618,"+91 9886639782
+91 9886639783",Whitefield,Casual Dining,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",800,Delivery,Brookefield,Premium,Good
New Punjabi Tasty Khana,Yes,No,3.0,177,"+91 9164859311
+91 9164871033",Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani","North Indian, Biryani, Chinese",400,Delivery,Brookefield,Mid,Average
Glen's Bakehouse,Yes,Yes,4.2,794,080 48524900,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",600,Delivery,Brookefield,Mid,Excellent
Chin Chin by The Biere Club,Yes,Yes,4.2,263,080 28456565,Whitefield,Casual Dining,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",Asian,1500,Delivery,Brookefield,Premium,Excellent
Stoner,Yes,No,4.3,544,+91 8028455660,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,Brookefield,Mid,Excellent
NH8,Yes,Yes,4.1,471,"+91 8105921005
+91 8105831005",Whitefield,Casual Dining,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",Rajasthani,800,Delivery,Brookefield,Premium,Excellent
Toscano,Yes,Yes,4.3,1017,"+91 7619320072
+91 8123430127",Whitefield,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Sea Food","Italian, Salad",1500,Delivery,Brookefield,Premium,Excellent
Real Fresh Dosa Corner,Yes,No,4.2,253,+91 9008930150,Brookefield,Quick Bites,"Plain Dosa, Palak Dosa, Mushroom Dosa",South Indian,200,Delivery,Brookefield,Budget,Excellent
Tall Blonde French,Yes,No,3.7,81,+91 9731100111,Brookefield,Quick Bites,"French Fries, Peri Peri Fries",Fast Food,400,Delivery,Brookefield,Mid,Good
Chai Mania,Yes,No,2.8,67,+91 9900566316,Marathahalli,Cafe,"Ginger Tea, Paratha, Poha, Chai, Chaai","Cafe, Tea, Beverages",300,Delivery,Brookefield,Budget,Average
New Tandoori Point,Yes,No,2.4,56,+91 9980050505,Marathahalli,Casual Dining,"Biryani, Tandoori Chicken","North Indian, Chinese",600,Delivery,Brookefield,Mid,Poor
East Delicious,Yes,No,4.0,497,"+91 9738158626
+91 7795651200",Marathahalli,Casual Dining,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa","Chinese, Thai",600,Delivery,Brookefield,Mid,Good
Rolls Plaza,Yes,No,3.7,61,"+91 8884586360
+91 9686454757",Marathahalli,Quick Bites,"Rolls, Rice, Biryani","Fast Food, Chinese, Rolls",200,Delivery,Brookefield,Budget,Good
Dhaba Estd 1986 Delhi,Yes,Yes,4.4,1216,+91 9606463631,Marathahalli,"Casual Dining, Bar","Mutton Curry, Lassi, Dal Makhani, Chicken Butter Masala, Pav Bhaji, Chicken Curry, Paneer Tikka",North Indian,1100,Delivery,Brookefield,Premium,Excellent
Suchithra Biryani House,Yes,No,4.0,388,"080 25220740
+91 7760660888",Marathahalli,Casual Dining,"Chicken Guntur, Hyderabadi Biryani, Ghee Roast Biryani, Chicken Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani, Raita","Andhra, Biryani, North Indian",500,Delivery,Brookefield,Mid,Good
